price_date,ticker,sector,close_price,volume
2022-04-06,AAPL,Technology,157.9714,19371052
2022-04-07,AAPL,Technology,160.8824,20216054
2022-04-08,AAPL,Technology,162.0024,19484506
2022-04-11,AAPL,Technology,160.2589,20019063
2022-04-12,AAPL,Technology,161.3739,19373787
2022-04-13,AAPL,Technology,165.9043,40224748
2022-04-14,AAPL,Technology,165.8922,44127250
2022-04-15,AAPL,Technology,170.6295,19897165
2022-04-18,AAPL,Technology,163.0155,17920290
2022-04-19,AAPL,Technology,165.4884,30187926
2022-04-20,AAPL,Technology,165.8353,20045137
2022-04-21,AAPL,Technology,165.0552,32202643
2022-04-22,AAPL,Technology,165.4149,27113859
2022-04-25,AAPL,Technology,159.8056,13634156
2022-04-26,AAPL,Technology,159.2766,46426847
2022-04-27,AAPL,Technology,160.3726,51276209
2022-04-28,AAPL,Technology,164.7001,19565353
2022-04-29,AAPL,Technology,163.2926,21408653
2022-05-02,AAPL,Technology,161.0705,28028503
2022-05-03,AAPL,Technology,159.7405,28578610
2022-05-04,AAPL,Technology,162.4313,32534254
2022-05-05,AAPL,Technology,163.4673,55866093
2022-05-06,AAPL,Technology,162.0374,23291696
2022-05-09,AAPL,Technology,163.6024,18166094
2022-05-10,AAPL,Technology,163.9744,14398846
2022-05-11,AAPL,Technology,166.8932,18662269
2022-05-12,AAPL,Technology,164.9315,24670915
2022-05-13,AAPL,Technology,164.0726,51249146
2022-05-16,AAPL,Technology,163.0329,20324586
2022-05-17,AAPL,Technology,158.967,27341098
2022-05-18,AAPL,Technology,159.8888,24836309
2022-05-19,AAPL,Technology,160.7165,40214721
2022-05-20,AAPL,Technology,160.8208,68693102
2022-05-23,AAPL,Technology,160.2462,20217090
2022-05-24,AAPL,Technology,156.3826,20554914
2022-05-25,AAPL,Technology,155.3134,37960273
2022-05-26,AAPL,Technology,154.4636,32839511
2022-05-27,AAPL,Technology,152.3783,52329420
2022-05-30,AAPL,Technology,152.0304,31577571
2022-05-31,AAPL,Technology,153.2033,21653324
2022-06-01,AAPL,Technology,158.4745,31662650
2022-06-02,AAPL,Technology,159.0521,38953057
2022-06-03,AAPL,Technology,159.8656,34711418
2022-06-06,AAPL,Technology,159.745,30624043
2022-06-07,AAPL,Technology,154.5154,38303669
2022-06-08,AAPL,Technology,154.5295,39908688
2022-06-09,AAPL,Technology,154.7802,43455586
2022-06-10,AAPL,Technology,161.7436,32406524
2022-06-13,AAPL,Technology,161.2858,23383452
2022-06-14,AAPL,Technology,162.2366,26511041
2022-06-15,AAPL,Technology,162.2279,40507186
2022-06-16,AAPL,Technology,159.0068,18031163
2022-06-17,AAPL,Technology,162.3352,28972443
2022-06-20,AAPL,Technology,164.5945,21360433
2022-06-21,AAPL,Technology,167.0004,25289107
2022-06-22,AAPL,Technology,164.4349,41689803
2022-06-23,AAPL,Technology,168.6485,26985925
2022-06-24,AAPL,Technology,164.6215,25468705
2022-06-27,AAPL,Technology,166.4274,14511382
2022-06-28,AAPL,Technology,173.0799,33695936
2022-06-29,AAPL,Technology,170.1773,32364738
2022-06-30,AAPL,Technology,168.5801,59393079
2022-07-01,AAPL,Technology,168.9711,22104131
2022-07-04,AAPL,Technology,167.5708,27290426
2022-07-05,AAPL,Technology,163.1408,27622462
2022-07-06,AAPL,Technology,163.4295,46986350
2022-07-07,AAPL,Technology,160.4854,24064978
2022-07-08,AAPL,Technology,161.922,27951879
2022-07-11,AAPL,Technology,159.4064,31881771
2022-07-12,AAPL,Technology,163.9159,26937502
2022-07-13,AAPL,Technology,161.7573,20911565
2022-07-14,AAPL,Technology,160.9309,27018229
2022-07-15,AAPL,Technology,163.348,38410410
2022-07-18,AAPL,Technology,159.9292,16581203
2022-07-19,AAPL,Technology,160.6619,26365693
2022-07-20,AAPL,Technology,164.501,18893680
2022-07-21,AAPL,Technology,159.9917,40321889
2022-07-22,AAPL,Technology,160.6033,13593626
2022-07-25,AAPL,Technology,161.4314,19991498
2022-07-26,AAPL,Technology,163.7644,29071565
2022-07-27,AAPL,Technology,160.3197,46762679
2022-07-28,AAPL,Technology,156.7164,24351068
2022-07-29,AAPL,Technology,158.2542,20021286
2022-08-01,AAPL,Technology,159.1743,53055506
2022-08-02,AAPL,Technology,159.9685,14008583
2022-08-03,AAPL,Technology,161.039,10374526
2022-08-04,AAPL,Technology,159.2078,29811123
2022-08-05,AAPL,Technology,159.9507,20451457
2022-08-08,AAPL,Technology,160.8696,16616276
2022-08-09,AAPL,Technology,158.9441,33188996
2022-08-10,AAPL,Technology,164.3537,27560845
2022-08-11,AAPL,Technology,165.8256,19950303
2022-08-12,AAPL,Technology,162.4683,14980570
2022-08-15,AAPL,Technology,164.4526,35440624
2022-08-16,AAPL,Technology,161.7399,32425861
2022-08-17,AAPL,Technology,164.0926,24027655
2022-08-18,AAPL,Technology,167.574,52327948
2022-08-19,AAPL,Technology,165.2581,16294732
2022-08-22,AAPL,Technology,168.1842,13580918
2022-08-23,AAPL,Technology,169.5078,18955850
2022-08-24,AAPL,Technology,172.0797,24548270
2022-08-25,AAPL,Technology,178.0337,27555760
2022-08-26,AAPL,Technology,177.3638,22700374
2022-08-29,AAPL,Technology,175.1192,28780497
2022-08-30,AAPL,Technology,172.4895,15153932
2022-08-31,AAPL,Technology,170.1202,44539732
2022-09-01,AAPL,Technology,169.984,24191839
2022-09-02,AAPL,Technology,171.1055,39087165
2022-09-05,AAPL,Technology,172.0387,28673288
2022-09-06,AAPL,Technology,174.6647,30011394
2022-09-07,AAPL,Technology,174.8024,31399210
2022-09-08,AAPL,Technology,179.4422,29903013
2022-09-09,AAPL,Technology,178.7063,32329008
2022-09-12,AAPL,Technology,187.5943,42543915
2022-09-13,AAPL,Technology,189.782,27044517
2022-09-14,AAPL,Technology,187.0388,33197591
2022-09-15,AAPL,Technology,183.6416,24118557
2022-09-16,AAPL,Technology,185.3146,44474798
2022-09-19,AAPL,Technology,184.6888,19073861
2022-09-20,AAPL,Technology,187.1339,51380154
2022-09-21,AAPL,Technology,188.808,24601628
2022-09-22,AAPL,Technology,188.671,14105513
2022-09-23,AAPL,Technology,185.9778,26314433
2022-09-26,AAPL,Technology,181.1756,19038346
2022-09-27,AAPL,Technology,179.8547,34992482
2022-09-28,AAPL,Technology,182.6942,19256068
2022-09-29,AAPL,Technology,183.4879,20913658
2022-09-30,AAPL,Technology,179.6004,11740677
2022-10-03,AAPL,Technology,180.2506,20862500
2022-10-04,AAPL,Technology,181.5812,9481325
2022-10-05,AAPL,Technology,178.8723,13267463
2022-10-06,AAPL,Technology,179.4582,33887346
2022-10-07,AAPL,Technology,179.7429,34233198
2022-10-10,AAPL,Technology,176.254,29638045
2022-10-11,AAPL,Technology,177.469,16980835
2022-10-12,AAPL,Technology,179.3333,24527410
2022-10-13,AAPL,Technology,182.8942,24964000
2022-10-14,AAPL,Technology,186.4296,15729374
2022-10-17,AAPL,Technology,182.0557,45614933
2022-10-18,AAPL,Technology,179.1691,35510227
2022-10-19,AAPL,Technology,180.9052,22885194
2022-10-20,AAPL,Technology,182.6541,25270309
2022-10-21,AAPL,Technology,184.424,27173138
2022-10-24,AAPL,Technology,197.5026,11047253
2022-10-25,AAPL,Technology,199.6129,22646489
2022-10-26,AAPL,Technology,203.7652,19031245
2022-10-27,AAPL,Technology,207.3388,16747145
2022-10-28,AAPL,Technology,209.8519,22341271
2022-10-31,AAPL,Technology,208.8049,51313323
2022-11-01,AAPL,Technology,211.7372,32304707
2022-11-02,AAPL,Technology,208.9872,19893722
2022-11-03,AAPL,Technology,208.2324,31434591
2022-11-04,AAPL,Technology,206.5727,43755529
2022-11-07,AAPL,Technology,206.9869,36188062
2022-11-08,AAPL,Technology,215.7329,25603472
2022-11-09,AAPL,Technology,208.86,19299923
2022-11-10,AAPL,Technology,211.5217,33054745
2022-11-11,AAPL,Technology,205.7045,29261421
2022-11-14,AAPL,Technology,204.1133,35764404
2022-11-15,AAPL,Technology,208.1879,32231510
2022-11-16,AAPL,Technology,208.5406,38042231
2022-11-17,AAPL,Technology,204.7281,20181810
2022-11-18,AAPL,Technology,202.2743,42344284
2022-11-21,AAPL,Technology,204.828,27056185
2022-11-22,AAPL,Technology,202.3192,57338951
2022-11-23,AAPL,Technology,203.2066,18976487
2022-11-24,AAPL,Technology,203.4837,50061955
2022-11-25,AAPL,Technology,201.2709,27059553
2022-11-28,AAPL,Technology,209.1446,19265359
2022-11-29,AAPL,Technology,211.6144,20600626
2022-11-30,AAPL,Technology,204.3031,21993278
2022-12-01,AAPL,Technology,205.0906,29622736
2022-12-02,AAPL,Technology,202.8238,30815259
2022-12-05,AAPL,Technology,206.0115,19873671
2022-12-06,AAPL,Technology,203.2653,24757636
2022-12-07,AAPL,Technology,202.9677,58896635
2022-12-08,AAPL,Technology,204.8981,49893617
2022-12-09,AAPL,Technology,208.1673,29767145
2022-12-12,AAPL,Technology,203.9204,25382938
2022-12-13,AAPL,Technology,202.8341,26229595
2022-12-14,AAPL,Technology,201.2544,31953541
2022-12-15,AAPL,Technology,199.0597,16605912
2022-12-16,AAPL,Technology,205.4707,22554288
2022-12-19,AAPL,Technology,207.0593,12825587
2022-12-20,AAPL,Technology,202.6183,29328656
2022-12-21,AAPL,Technology,206.0404,32386905
2022-12-22,AAPL,Technology,214.0185,20606390
2022-12-23,AAPL,Technology,218.0735,46921243
2022-12-26,AAPL,Technology,212.4256,15310969
2022-12-27,AAPL,Technology,210.7367,13917205
2022-12-28,AAPL,Technology,215.6193,27348359
2022-12-29,AAPL,Technology,213.0636,38004901
2022-12-30,AAPL,Technology,214.8581,49030713
2023-01-02,AAPL,Technology,217.9356,20807679
2023-01-03,AAPL,Technology,214.5213,38488063
2023-01-04,AAPL,Technology,214.416,24617865
2023-01-05,AAPL,Technology,202.6147,23331978
2023-01-06,AAPL,Technology,199.0978,35599792
2023-01-09,AAPL,Technology,198.3236,32453392
2023-01-10,AAPL,Technology,194.1148,13307382
2023-01-11,AAPL,Technology,199.8969,45127506
2023-01-12,AAPL,Technology,195.0264,43419661
2023-01-13,AAPL,Technology,193.6267,19465637
2023-01-16,AAPL,Technology,194.1822,29288567
2023-01-17,AAPL,Technology,199.2933,30462240
2023-01-18,AAPL,Technology,194.4179,27747488
2023-01-19,AAPL,Technology,198.5587,20060521
2023-01-20,AAPL,Technology,198.7056,19110281
2023-01-23,AAPL,Technology,195.4043,24745760
2023-01-24,AAPL,Technology,197.1136,39963535
2023-01-25,AAPL,Technology,197.9174,31072273
2023-01-26,AAPL,Technology,195.9426,21555480
2023-01-27,AAPL,Technology,196.2937,34040646
2023-01-30,AAPL,Technology,195.0731,8000137
2023-01-31,AAPL,Technology,195.5733,39582302
2023-02-01,AAPL,Technology,197.9813,12465817
2023-02-02,AAPL,Technology,203.7118,21626068
2023-02-03,AAPL,Technology,199.4238,15974726
2023-02-06,AAPL,Technology,207.1854,14894667
2023-02-07,AAPL,Technology,200.2849,39773725
2023-02-08,AAPL,Technology,199.8611,20734424
2023-02-09,AAPL,Technology,202.0587,28716658
2023-02-10,AAPL,Technology,203.1761,24535169
2023-02-13,AAPL,Technology,201.0691,30255928
2023-02-14,AAPL,Technology,200.4443,25780143
2023-02-15,AAPL,Technology,198.8199,14964473
2023-02-16,AAPL,Technology,196.8737,37239966
2023-02-17,AAPL,Technology,199.9579,20519449
2023-02-20,AAPL,Technology,201.3335,13413250
2023-02-21,AAPL,Technology,198.999,21065355
2023-02-22,AAPL,Technology,202.2948,45566816
2023-02-23,AAPL,Technology,203.5079,35126805
2023-02-24,AAPL,Technology,206.5621,21745676
2023-02-27,AAPL,Technology,208.9856,21740410
2023-02-28,AAPL,Technology,206.0672,21981953
2023-03-01,AAPL,Technology,204.1551,57373069
2023-03-02,AAPL,Technology,206.9795,29126546
2023-03-03,AAPL,Technology,209.3368,29692440
2023-03-06,AAPL,Technology,209.3766,37750140
2023-03-07,AAPL,Technology,209.9276,27505651
2023-03-08,AAPL,Technology,214.8322,22539266
2023-03-09,AAPL,Technology,212.7211,23111628
2023-03-10,AAPL,Technology,214.9038,24294143
2023-03-13,AAPL,Technology,214.2584,24630534
2023-03-14,AAPL,Technology,213.5566,33445847
2023-03-15,AAPL,Technology,217.8576,25524893
2023-03-16,AAPL,Technology,221.1761,33512947
2023-03-17,AAPL,Technology,224.498,24205725
2023-03-20,AAPL,Technology,229.8558,25798849
2023-03-21,AAPL,Technology,230.0695,11241311
2023-03-22,AAPL,Technology,232.9837,36068030
2023-03-23,AAPL,Technology,231.8417,28716481
2023-03-24,AAPL,Technology,233.3014,37265943
2023-03-27,AAPL,Technology,232.8965,7848902
2023-03-28,AAPL,Technology,233.4257,57640515
2023-03-29,AAPL,Technology,236.0209,23642358
2023-03-30,AAPL,Technology,232.7691,38944943
2023-03-31,AAPL,Technology,241.6552,16492627
2023-04-03,AAPL,Technology,237.5376,31944032
2023-04-04,AAPL,Technology,232.6345,16403743
2023-04-05,AAPL,Technology,237.5681,19479609
2023-04-06,AAPL,Technology,241.0434,53757778
2023-04-07,AAPL,Technology,243.8477,23164081
2023-04-10,AAPL,Technology,246.7031,27271684
2023-04-11,AAPL,Technology,246.7877,35406765
2023-04-12,AAPL,Technology,243.0485,30482372
2023-04-13,AAPL,Technology,243.5097,26550362
2023-04-14,AAPL,Technology,240.753,28929453
2023-04-17,AAPL,Technology,245.0665,65381677
2023-04-18,AAPL,Technology,244.5683,24430401
2023-04-19,AAPL,Technology,241.1678,27094085
2023-04-20,AAPL,Technology,239.9386,38058999
2023-04-21,AAPL,Technology,241.8276,38903576
2023-04-24,AAPL,Technology,239.5688,40192802
2023-04-25,AAPL,Technology,236.2515,32277419
2023-04-26,AAPL,Technology,237.4017,15826311
2023-04-27,AAPL,Technology,238.563,48050302
2023-04-28,AAPL,Technology,236.5715,15805178
2023-05-01,AAPL,Technology,234.7452,28217151
2023-05-02,AAPL,Technology,235.8398,18488806
2023-05-03,AAPL,Technology,230.0207,24366774
2023-05-04,AAPL,Technology,224.5061,28513589
2023-05-05,AAPL,Technology,221.803,28429254
2023-05-08,AAPL,Technology,221.093,29596145
2023-05-09,AAPL,Technology,222.433,47672767
2023-05-10,AAPL,Technology,228.4249,29972777
2023-05-11,AAPL,Technology,232.0363,22673870
2023-05-12,AAPL,Technology,231.512,36763690
2023-05-15,AAPL,Technology,231.5637,40232053
2023-05-16,AAPL,Technology,227.6321,15299692
2023-05-17,AAPL,Technology,227.685,31748194
2023-05-18,AAPL,Technology,226.6553,33093765
2023-05-19,AAPL,Technology,228.0765,22194631
2023-05-22,AAPL,Technology,224.8984,43343578
2023-05-23,AAPL,Technology,227.0949,23543589
2023-05-24,AAPL,Technology,233.4486,26287838
2023-05-25,AAPL,Technology,233.1314,23327830
2023-05-26,AAPL,Technology,234.9203,25156276
2023-05-29,AAPL,Technology,237.9304,16124918
2023-05-30,AAPL,Technology,236.3846,14053275
2023-05-31,AAPL,Technology,237.4534,47307925
2023-06-01,AAPL,Technology,237.6389,17815899
2023-06-02,AAPL,Technology,238.1817,16815799
2023-06-05,AAPL,Technology,235.0875,10564716
2023-06-06,AAPL,Technology,235.3206,19361588
2023-06-07,AAPL,Technology,237.5294,14726372
2023-06-08,AAPL,Technology,243.8238,48215564
2023-06-09,AAPL,Technology,248.123,37442359
2023-06-12,AAPL,Technology,257.8716,18984363
2023-06-13,AAPL,Technology,254.5471,61550018
2023-06-14,AAPL,Technology,258.6384,37024580
2023-06-15,AAPL,Technology,259.6212,21953866
2023-06-16,AAPL,Technology,269.9959,9199172
2023-06-19,AAPL,Technology,266.3226,62505393
2023-06-20,AAPL,Technology,262.5538,14339914
2023-06-21,AAPL,Technology,259.9378,12945086
2023-06-22,AAPL,Technology,250.5201,37633853
2023-06-23,AAPL,Technology,248.3463,66338922
2023-06-26,AAPL,Technology,245.1801,43492345
2023-06-27,AAPL,Technology,245.9688,31325719
2023-06-28,AAPL,Technology,247.5943,31714613
2023-06-29,AAPL,Technology,256.0679,35171709
2023-06-30,AAPL,Technology,260.5423,33867209
2023-07-03,AAPL,Technology,258.0487,27976150
2023-07-04,AAPL,Technology,254.1337,26064031
2023-07-05,AAPL,Technology,256.4916,24381839
2023-07-06,AAPL,Technology,250.7278,18491108
2023-07-07,AAPL,Technology,259.1043,22345071
2023-07-10,AAPL,Technology,264.6988,12701157
2023-07-11,AAPL,Technology,262.6641,24035693
2023-07-12,AAPL,Technology,254.9883,16834652
2023-07-13,AAPL,Technology,261.2967,16077810
2023-07-14,AAPL,Technology,260.9151,26865246
2023-07-17,AAPL,Technology,266.8233,43627022
2023-07-18,AAPL,Technology,259.569,36096736
2023-07-19,AAPL,Technology,256.9828,13338780
2023-07-20,AAPL,Technology,257.1502,16827670
2023-07-21,AAPL,Technology,257.5072,36422412
2023-07-24,AAPL,Technology,255.6139,16875803
2023-07-25,AAPL,Technology,258.582,22851632
2023-07-26,AAPL,Technology,253.9,31152567
2023-07-27,AAPL,Technology,253.4047,16971543
2023-07-28,AAPL,Technology,254.0849,26076278
2023-07-31,AAPL,Technology,256.5442,14662095
2023-08-01,AAPL,Technology,259.9298,19654941
2023-08-02,AAPL,Technology,254.9668,28411346
2023-08-03,AAPL,Technology,248.2988,13219305
2023-08-04,AAPL,Technology,254.1,29816612
2023-08-07,AAPL,Technology,255.7366,24804391
2023-08-08,AAPL,Technology,252.5236,31182960
2023-08-09,AAPL,Technology,259.673,27342478
2023-08-10,AAPL,Technology,260.3488,43143509
2023-08-11,AAPL,Technology,265.9695,26284137
2023-08-14,AAPL,Technology,266.4353,21054485
2023-08-15,AAPL,Technology,276.4523,26253382
2023-08-16,AAPL,Technology,285.3049,31068518
2023-08-17,AAPL,Technology,284.2135,25493406
2023-08-18,AAPL,Technology,289.2876,25409230
2023-08-21,AAPL,Technology,292.763,18879546
2023-08-22,AAPL,Technology,300.084,19177073
2023-08-23,AAPL,Technology,295.1848,14265352
2023-08-24,AAPL,Technology,298.9455,50335295
2023-08-25,AAPL,Technology,304.7491,15200533
2023-08-28,AAPL,Technology,295.6056,18948291
2023-08-29,AAPL,Technology,289.6619,18755985
2023-08-30,AAPL,Technology,279.5844,35760558
2023-08-31,AAPL,Technology,278.4145,22217848
2023-09-01,AAPL,Technology,282.1182,41180821
2023-09-04,AAPL,Technology,289.8559,19096013
2023-09-05,AAPL,Technology,290.3972,27951573
2023-09-06,AAPL,Technology,299.0272,17898859
2023-09-07,AAPL,Technology,291.999,58964494
2023-09-08,AAPL,Technology,283.5148,15546514
2023-09-11,AAPL,Technology,283.3955,28298367
2023-09-12,AAPL,Technology,285.4812,32213530
2023-09-13,AAPL,Technology,285.4761,29500153
2023-09-14,AAPL,Technology,275.4072,23214121
2023-09-15,AAPL,Technology,275.1283,23734923
2023-09-18,AAPL,Technology,269.0205,25441976
2023-09-19,AAPL,Technology,272.3692,23572364
2023-09-20,AAPL,Technology,274.2893,36760631
2023-09-21,AAPL,Technology,269.9304,60526726
2023-09-22,AAPL,Technology,267.6443,20002936
2023-09-25,AAPL,Technology,262.8372,14453760
2023-09-26,AAPL,Technology,262.6936,24132585
2023-09-27,AAPL,Technology,267.306,70158681
2023-09-28,AAPL,Technology,262.8454,18127062
2023-09-29,AAPL,Technology,265.3409,48159698
2023-10-02,AAPL,Technology,263.0177,48908741
2023-10-03,AAPL,Technology,259.51,20034194
2023-10-04,AAPL,Technology,259.1653,31389362
2023-10-05,AAPL,Technology,254.6181,47953628
2023-10-06,AAPL,Technology,252.2847,21482200
2023-10-09,AAPL,Technology,247.1482,23044881
2023-10-10,AAPL,Technology,256.0061,19810328
2023-10-11,AAPL,Technology,256.3086,16659375
2023-10-12,AAPL,Technology,253.3062,19281860
2023-10-13,AAPL,Technology,254.4061,15322153
2023-10-16,AAPL,Technology,254.0445,25343168
2023-10-17,AAPL,Technology,253.1977,18373079
2023-10-18,AAPL,Technology,256.0985,27450659
2023-10-19,AAPL,Technology,259.6883,13416933
2023-10-20,AAPL,Technology,257.4135,28537754
2023-10-23,AAPL,Technology,254.9547,34893040
2023-10-24,AAPL,Technology,253.8626,11261406
2023-10-25,AAPL,Technology,243.8979,29034897
2023-10-26,AAPL,Technology,237.5987,40851495
2023-10-27,AAPL,Technology,243.5327,15410042
2023-10-30,AAPL,Technology,250.8423,48808514
2023-10-31,AAPL,Technology,249.8824,29561813
2023-11-01,AAPL,Technology,252.5777,18856752
2023-11-02,AAPL,Technology,254.11,24448483
2023-11-03,AAPL,Technology,268.4414,31255850
2023-11-06,AAPL,Technology,273.9481,25771725
2023-11-07,AAPL,Technology,273.4835,31012123
2023-11-08,AAPL,Technology,269.0631,17298268
2023-11-09,AAPL,Technology,261.6923,26752292
2023-11-10,AAPL,Technology,262.7799,14202102
2023-11-13,AAPL,Technology,259.4424,23912118
2023-11-14,AAPL,Technology,253.1564,17414666
2023-11-15,AAPL,Technology,250.4256,18627963
2023-11-16,AAPL,Technology,245.8308,40989383
2023-11-17,AAPL,Technology,253.3979,38682986
2023-11-20,AAPL,Technology,257.513,31897609
2023-11-21,AAPL,Technology,257.6207,16150495
2023-11-22,AAPL,Technology,264.5819,22027957
2023-11-23,AAPL,Technology,265.0913,40614084
2023-11-24,AAPL,Technology,261.2405,26458106
2023-11-27,AAPL,Technology,268.5039,63219173
2023-11-28,AAPL,Technology,271.2198,29259460
2023-11-29,AAPL,Technology,266.4517,26996182
2023-11-30,AAPL,Technology,265.7071,22092302
2023-12-01,AAPL,Technology,261.7811,26371719
2023-12-04,AAPL,Technology,255.6162,23520864
2023-12-05,AAPL,Technology,259.9715,33185707
2023-12-06,AAPL,Technology,269.0265,36655253
2023-12-07,AAPL,Technology,262.6179,18255748
2023-12-08,AAPL,Technology,265.3869,14678482
2023-12-11,AAPL,Technology,262.5053,11993845
2023-12-12,AAPL,Technology,260.4049,30632831
2023-12-13,AAPL,Technology,257.8422,16079242
2023-12-14,AAPL,Technology,254.0846,10566827
2023-12-15,AAPL,Technology,254.4442,29204046
2023-12-18,AAPL,Technology,250.8823,67767019
2023-12-19,AAPL,Technology,252.2228,24939364
2023-12-20,AAPL,Technology,252.1403,34962362
2023-12-21,AAPL,Technology,251.2202,25831832
2023-12-22,AAPL,Technology,247.3688,24030406
2023-12-25,AAPL,Technology,245.0019,36107710
2023-12-26,AAPL,Technology,248.4269,22259435
2023-12-27,AAPL,Technology,250.7716,27822157
2023-12-28,AAPL,Technology,246.6225,28433128
2023-12-29,AAPL,Technology,247.1931,19137306
2024-01-01,AAPL,Technology,250.631,37177091
2024-01-02,AAPL,Technology,243.4946,23310220
2024-01-03,AAPL,Technology,245.9769,18477943
2024-01-04,AAPL,Technology,243.2546,30984273
2024-01-05,AAPL,Technology,245.8525,17452599
2024-01-08,AAPL,Technology,242.7004,25283405
2024-01-09,AAPL,Technology,235.2271,24908976
2024-01-10,AAPL,Technology,228.6982,38599296
2024-01-11,AAPL,Technology,229.0201,30227591
2024-01-12,AAPL,Technology,230.2003,24750978
2024-01-15,AAPL,Technology,226.6842,34673730
2024-01-16,AAPL,Technology,229.3801,43595714
2024-01-17,AAPL,Technology,222.8798,31249392
2024-01-18,AAPL,Technology,222.7446,25103740
2024-01-19,AAPL,Technology,218.159,14792811
2024-01-22,AAPL,Technology,215.7857,16327166
2024-01-23,AAPL,Technology,216.0868,22126720
2024-01-24,AAPL,Technology,212.9511,19591013
2024-01-25,AAPL,Technology,211.6298,23198492
2024-01-26,AAPL,Technology,215.54,25572966
2024-01-29,AAPL,Technology,213.4772,30899899
2024-01-30,AAPL,Technology,216.7683,24304859
2024-01-31,AAPL,Technology,212.6104,30370643
2024-02-01,AAPL,Technology,214.7265,25653129
2024-02-02,AAPL,Technology,220.3794,11344002
2024-02-05,AAPL,Technology,211.0962,17169622
2024-02-06,AAPL,Technology,208.2661,23599860
2024-02-07,AAPL,Technology,210.5144,15409711
2024-02-08,AAPL,Technology,209.879,31780322
2024-02-09,AAPL,Technology,211.3755,46116746
2024-02-12,AAPL,Technology,209.2525,40706206
2024-02-13,AAPL,Technology,209.6895,22954148
2024-02-14,AAPL,Technology,209.2314,45384302
2024-02-15,AAPL,Technology,213.7051,26531768
2024-02-16,AAPL,Technology,214.7863,21846515
2024-02-19,AAPL,Technology,216.1898,19560549
2024-02-20,AAPL,Technology,214.7449,22151117
2024-02-21,AAPL,Technology,213.0249,21404583
2024-02-22,AAPL,Technology,211.5239,26763588
2024-02-23,AAPL,Technology,213.1198,26658429
